1.06	-0.967607358	-0.980414926		1.59	0.190194195	0.187604916		1.59	0.190194195	0.189938048
1.07	-0.974522728	-0.988253869		1.605	0.262363433	0.260215737		1.605	0.262363433	0.262151548
1.08	-0.980675179	-0.995354404		1.62	0.334148198	0.332490981		1.62	0.334148198	0.333985442
1.09	-0.986034872	-1.001685985		1.635	0.405082457	0.403964653		1.635	0.405082457	0.404973698
1.1	-0.990571813	-1.007217796		1.65	0.47467157	0.474141575		1.65	0.47467157	0.474621616
1.11	-0.994255914	-1.011918803		1.665	0.542394163	0.542499193		1.665	0.542394163	0.542407702
1.12	-0.99705705	-1.015757805		1.68	0.607704557	0.608489919		1.68	0.607704557	0.60778608
1.13	-0.99894512	-1.01870349		1.695	0.670035779	0.671544081		1.695	0.670035779	0.670189501
1.14	-0.999890122	-1.020724496		1.71	0.728803225	0.731073499		1.71	0.728803225	0.729033
1.15	-0.999862219	-1.02178948		1.725	0.783408986	0.786475747		1.725	0.783408986	0.783718211
1.16	-0.99883182	-1.021867184		1.74	0.833246902	0.837139138		1.74	0.833246902	0.833638417
1.17	-0.996769662	-1.020926514		1.755	0.87770835	0.882448445		1.755	0.87770835	0.878184328
1.18	-0.993646899	-1.018936618		1.77	0.916188795	0.921791415		1.77	0.916188795	0.916750637
1.19	-0.989435195	-1.015866975		1.785	0.948095126	0.954566051		1.785	0.948095126	0.948743338
1.2	-0.984106821	-1.011687485		1.8	0.972853755	0.980188698		1.8	0.972853755	0.973587836
1.21	-0.977634759	-1.006368566		1.815	0.989919479	0.998102895		1.815	0.989919479	0.9907378
1.22	-0.969992813	-0.999881256		1.83	0.998785068	1.007788979		1.83	0.998785068	0.999684756
1.23	-0.961155724	-0.992197326		1.845	0.998991514	1.008774384		1.845	0.998991514	0.999968342
1.24	-0.951099292	-0.983289388		1.86	0.990138893	1.000644567		1.86	0.990138893	0.991187176
1.25	-0.939800497	-0.973131023		1.875	0.971897704	0.983054465		1.875	0.971897704	0.973010205
1.26	-0.927237639	-0.961696902		1.89	0.944020592	0.955740354		1.89	0.944020592	0.945188444
1.27	-0.91339047	-0.948962924		1.905	0.906354266	0.918531962		1.905	0.906354266	0.907566916
1.28	-0.898240341	-0.934906351		1.92	0.858851451	0.87136465		1.92	0.858851451	0.86009662
1.29	-0.881770349	-0.919505959		1.935	0.801582622	0.814291431		1.935	0.801582622	0.802846302
1.3	-0.863965493	-0.902742186		1.95	0.734747282	0.747494582		1.95	0.734747282	0.736013761
1.31	-0.844812834	-0.88459729		1.965	0.658684488	0.67129655		1.965	0.658684488	0.659936414
1.32	-0.82430166	-0.865055516		1.98	0.573882276	0.586169827		1.98	0.573882276	0.575100769
1.33	-0.802423656	-0.844103267		1.995	0.480985653	0.492745422		1.995	0.480985653	0.48215046
1.34	-0.779173077	-0.821729275		2.01	0.380802736	0.391819542		2.01	0.380802736	0.381892448
1.35	-0.754546931	-0.797924789		2.025	0.274308638	0.284358066		2.025	0.274308638	0.275300954
1.36	-0.728545156	-0.772683758		2.04	0.162646654	0.171498341		2.04	0.162646654	0.163518717
1.37	-0.701170814	-0.746003026		2.055	4.71E-02	5.45E-02		2.055	4.71E-02	4.79E-02
1.38	-0.672430274	-0.717882528		2.07	-7.08E-02	-6.50E-02		2.07	-7.08E-02	-7.02E-02
1.39	-0.642333406	-0.688325491		2.085	-0.189457733	-0.185578017		2.085	-0.189457733	-0.189082844
1.4	-0.610893775	-0.65733864		2.1	-0.307141876	-0.305352423		2.1	-0.307141876	-0.306975388
1.41	-0.578128836	-0.624932408		2.115	-0.421958194	-0.422447251		2.115	-0.421958194	-0.422018563
1.42	-0.544060128	-0.591121144		2.13	-0.531935961	-0.534864769		2.13	-0.531935961	-0.532238911
1.43	-0.508713468	-0.555923327		2.145	-0.635039462	-0.640534957		2.145	-0.635039462	-0.635597262
1.44	-0.472119147	-0.519361782		2.16	-0.729202655	-0.737349944		2.16	-0.729202655	-0.730023376
1.45	-0.434312114	-0.481463895		2.175	-0.812369192	-0.823203972		2.175	-0.812369192	-0.813455958
1.46	-0.39533217	-0.442261824		2.19	-0.88253757	-0.896038732		2.19	-0.88253757	-0.883887833
1.47	-0.355224145	-0.401792713		2.205	-0.937811005	-0.953893677		2.205	-0.937811005	-0.939415866
1.48	-0.314038072	-0.360098901		2.22	-0.976451388	-0.994960721		2.22	-0.976451388	-0.978294991
1.49	-0.27182936	-0.317228125		2.235	-0.996936425	-1.01764247		2.235	-0.996936425	-0.998995466
1.5	-0.228658947	-0.273233724		2.25	-0.998018807	-1.020612846		2.25	-0.998018807	-1.000262189
1.51	-0.184593449	-0.228174826		2.265	-0.978785965	-1.002878695		2.265	-0.978785965	-0.981174641
1.52	-0.139705296	-0.182116534		2.28	-0.938718668	-0.963840649		2.28	-0.938718668	-0.941205707
1.53	-9.41E-02	-0.1351301		2.295	-0.877746449	-0.903351208		2.295	-0.877746449	-0.880277373
1.54	-4.78E-02	-8.73E-02		2.31	-0.796297565	-0.821767757		2.31	-0.796297565	-0.798810985
1.55	-9.19E-04	-3.87E-02		2.325	-0.695340949	-0.719997902		2.325	-0.695340949	-0.697769542
1.56	4.64E-02	1.06E-02		2.34	-0.576417467	-0.599534397		2.34	-0.576417467	-0.57868931
1.57	9.41E-02	6.04E-02		2.355	-0.441657628	-0.462476692		2.355	-0.441657628	-0.443697913
1.58	0.142084369	0.110781139		2.37	-0.293782921	-0.311536165		2.37	-0.293782921	-0.295516052
1.59	0.190194195	0.161477646		2.385	-0.136088026	-0.150022114		2.385	-0.136088026	-0.137440086
1.6	0.238327579	0.21242		2.4	2.76E-02	1.82E-02		2.4	2.76E-02	2.67E-02
1.61	0.286356816	0.263483476		2.415	0.192977779	0.188739571		2.415	0.192977779	0.192588627
1.62	0.334148198	0.314536467		2.43	0.355368053	0.356825309		2.43	0.355368053	0.355542336
1.63	0.381562168	0.365440538		2.445	0.5098198	0.517360073		2.445	0.5098198	0.510594341
1.64	0.428453506	0.416050521		2.46	0.651255143	0.665090102		2.46	0.651255143	0.652649206
1.65	0.47467157	0.466214648		2.475	0.774631897	0.794765015		2.475	0.774631897	0.776644058
1.66	0.52006057	0.515774731		2.49	0.875128754	0.901326734		2.49	0.875128754	0.877734148
1.67	0.564459909	0.564566383		2.505	0.948347217	0.980117268		2.505	0.948347217	0.951495395
1.68	0.607704557	0.6124193		2.52	0.990524172	1.027099391		2.52	0.990524172	0.994137763
1.69	0.649625492	0.65915759		2.535	0.998747248	1.039082403		2.535	0.998747248	1.002721668
1.7	0.690050201	0.704600157		2.55	0.971163438	1.013943416		2.55	0.971163438	0.975367859
1.71	0.728803225	0.748561153		2.565	0.90716996	0.950832881		2.565	0.90716996	0.911449728
1.72	0.765706783	0.790850488		2.58	0.807575075	0.850351692		2.58	0.807575075	0.811755727
1.73	0.80058145	0.831274409		2.595	0.6747158	0.714686188		2.595	0.6747158	0.678608772
1.74	0.833246902	0.869636147		2.61	0.512519234	0.547686952		2.61	0.512519234	0.515929267
1.75	0.863522731	0.905736638		2.625	0.326494793	0.354877643		2.625	0.326494793	0.329228932
1.76	0.891229319	0.93937532		2.64	0.123646088	0.143381359		2.64	0.123646088	0.125524055
1.77	0.916188795	0.970351		2.655	-8.77E-02	-7.82E-02		2.655	-8.77E-02	-8.68E-02
1.78	0.938226042	0.998462812		2.67	-0.298196136	-0.300279465		2.67	-0.298196136	-0.298463223
1.79	0.957169788	1.023511241		2.685	-0.497777578	-0.512195208		2.685	-0.497777578	-0.499249928
1.8	0.972853755	1.045299239		2.7	-0.676179704	-0.70313048		2.7	-0.676179704	-0.678871478
1.81	0.985117873	1.06363342		2.715	-0.823437622	-0.862434524		2.715	-0.823437622	-0.827295635
1.82	0.993809563	1.078325333		2.73	-0.930479692	-0.980283626		2.73	-0.930479692	-0.935377361
1.83	0.998785068	1.089192816		2.745	-0.989743066	-1.048335111		2.745	-0.989743066	-0.99547818
1.84	0.999910851	1.096061435		2.76	-0.995782031	-1.060383827		2.76	-0.995782031	-1.002079287
1.85	0.997065035	1.09876599		2.775	-0.945827059	-1.012977514		2.775	-0.945827059	-0.952346104
1.86	0.990138893	1.097152102		2.79	-0.840247641	-0.905941464		2.79	-0.840247641	-0.846597123
1.87	0.979038364	1.091077864		2.805	-0.68286973	-0.742759541		2.805	-0.68286973	-0.688627456
1.88	0.963685612	1.080415551		2.82	-0.481099901	-0.53075873		2.82	-0.481099901	-0.485838738
1.89	0.944020592	1.065053397		2.835	-0.245813927	-0.281048954		2.835	-0.245813927	-0.249132472
1.9	0.920002628	1.044897406		2.85	9.02E-03	-8.18E-03		2.85	9.02E-03	7.47E-03
1.91	0.891611991	1.019873213		2.865	0.267014398	0.270509706		2.865	0.267014398	0.267467523
1.92	0.858851451	0.989927963		2.88	0.510282793	0.535847695		2.88	0.510282793	0.512865733
1.93	0.821747803	0.955032209		2.895	0.72065169	0.768071909		2.895	0.72065169	0.725329931
1.94	0.780353345	0.915181811		2.91	0.881031824	0.948299086		2.91	0.881031824	0.887597396
1.95	0.734747282	0.870399816		2.925	0.976905964	1.060136393		2.925	0.976905964	0.984971181
1.96	0.68503706	0.820738304		2.94	0.997803597	1.091315368		2.94	0.997803597	1.006810346
1.97	0.631359576	0.766280188		2.955	0.938627518	1.035202709		2.955	0.938627518	0.94787432
1.98	0.573882276	0.707140934		2.97	0.800681943	0.892023715		2.97	0.800681943	0.809369621
1.99	0.512804099	0.643470182		2.985	0.5922513	0.669628797		2.985	0.592251299	0.599546258
2	0.448356242	0.57545325								
2.01	0.380802736	0.503312488								
2.02	0.310440793	0.427308449								
2.03	0.237600902	0.347740864								
2.04	0.162646654	0.264949365								
2.05	8.60E-02	0.179313948								
2.06	8.01E-03	9.13E-02								
2.07	-7.08E-02	1.23E-03								
2.08	-0.149919923	-9.02E-02								
2.09	-0.228886371	-0.182655611								
2.1	-0.307141876	-0.275407384								
2.11	-0.384124744	-0.36789273								
2.12	-0.459254568	-0.459466339								
